attack_label,window_type,window_id,file_path,center_row,center_timestamp,rows_total,attack_rows,background_rows,other_labels,status,truncated
anomaly-spam,rows_2000,5,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_05.csv,99949116,2016-08-01 19:42:30,2001,7,1992,{'blacklist': 2},created,False
anomaly-spam,rows_2000,6,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_06.csv,99952142,2016-08-01 19:42:32,2001,4,1997,{},created,False
anomaly-spam,rows_2000,7,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_07.csv,99955131,2016-08-01 19:42:34,2001,3,1996,{'blacklist': 2},created,False
anomaly-spam,rows_2000,8,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_08.csv,99958125,2016-08-01 19:42:36,2001,3,1994,{'blacklist': 4},created,False
anomaly-spam,rows_2000,9,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_09.csv,99961154,2016-08-01 19:42:38,2001,3,1997,{'blacklist': 1},created,False
anomaly-spam,rows_2000,10,data\attack_analysis\anomaly-spam\rows_2000\anomaly-spam_rows_2000_window_10.csv,99965732,2016-08-01 19:42:41,2001,2,1999,{},created,False
anomaly-spam,time_10s,1,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_01.csv,99935933,2016-08-01 19:42:22,34782,28,34694,{'blacklist': 60},created,False
anomaly-spam,time_10s,2,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_02.csv,99938616,2016-08-01 19:42:24,34301,33,34207,{'blacklist': 61},created,False
anomaly-spam,time_10s,3,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_03.csv,99942088,2016-08-01 19:42:26,33802,37,33708,{'blacklist': 57},created,False
anomaly-spam,time_10s,4,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_04.csv,99945436,2016-08-01 19:42:28,33891,42,33792,{'blacklist': 57},created,False
anomaly-spam,time_10s,5,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_05.csv,99949116,2016-08-01 19:42:30,33493,45,33389,{'blacklist': 59},created,False
anomaly-spam,time_10s,6,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_06.csv,99952142,2016-08-01 19:42:32,32870,47,32764,{'blacklist': 59},created,False
anomaly-spam,time_10s,7,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_07.csv,99955131,2016-08-01 19:42:34,32057,42,31949,{'blacklist': 66},created,False
anomaly-spam,time_10s,8,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_08.csv,99958125,2016-08-01 19:42:36,31866,37,31762,{'blacklist': 67},created,False
anomaly-spam,time_10s,9,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_09.csv,99961154,2016-08-01 19:42:38,31435,32,31338,{'blacklist': 65},created,False
anomaly-spam,time_10s,10,data\attack_analysis\anomaly-spam\time_10s\anomaly-spam_time_10s_window_10.csv,99965732,2016-08-01 19:42:41,31830,22,31737,{'blacklist': 71},created,False
anomaly-spam,time_60s,1,data\attack_analysis\anomaly-spam\time_60s\anomaly-spam_time_60s_window_01.csv,99935933,2016-08-01 19:42:22,100000,6,99827,{'blacklist': 167},created_truncated,True
anomaly-spam,time_60s,2,data\attack_analysis\anomaly-spam\time_60s\anomaly-spam_time_60s_window_02.csv,99943014,2016-08-01 19:42:26,100000,16,99821,{'blacklist': 163},created_truncated,True
anomaly-spam,time_60s,3,data\attack_analysis\anomaly-spam\time_60s\anomaly-spam_time_60s_window_03.csv,99949409,2016-08-01 19:42:30,100000,26,99807,{'blacklist': 167},created_truncated,True
anomaly-spam,time_60s,4,data\attack_analysis\anomaly-spam\time_60s\anomaly-spam_time_60s_window_04.csv,99956544,2016-08-01 19:42:35,100000,40,99789,{'blacklist': 171},created_truncated,True
anomaly-spam,time_60s,5,data\attack_analysis\anomaly-spam\time_60s\anomaly-spam_time_60s_window_05.csv,99965732,2016-08-01 19:42:41,100000,47,99774,{'blacklist': 179},created_truncated,True
